role,sheet,code,source,raw,seg_type,text
Giáo viên,08_CHALLENGES,CHAL-HR-COMPENSATION,Điểm phân kì liên trường,Chưa đủ cơ sở so sánh liên trường.,analyst,Chưa đủ cơ sở so sánh liên trường.
Giáo viên,08_CHALLENGES,CHAL-HR-COMPENSATION,Mức độ bằng chứng,Yếu (1/5 trường; 3/9 nguồn GV; TrD 0 nguồn),analyst,Yếu (1/5 trường; 3/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-HR-COMPENSATION,Diễn giải học thuật,"Đối chiếu GV cho thấy nhân sự – đãi ngộ có độ phủ 1/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy nhân sự – đãi ngộ có độ phủ 1/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-MINDSET,Điểm hội tụ liên trường,Chưa có dữ liệu trực tiếp ở bốn trường có nguồn GV.,analyst,Chưa có dữ liệu trực tiếp ở bốn trường có nguồn GV.
Giáo viên,08_CHALLENGES,CHAL-MINDSET,Điểm phân kì liên trường,Chưa có dữ liệu; TrD không có nguồn GV trong toàn bộ bộ dữ liệu.,analyst,Chưa có dữ liệu; TrD không có nguồn GV trong toàn bộ bộ dữ liệu.
Giáo viên,08_CHALLENGES,CHAL-MINDSET,Diễn giải học thuật,"Đối chiếu GV cho thấy tư duy có độ phủ 0/5 trường, tương ứng 0/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy tư duy có độ phủ 0/5 trường, tương ứng 0/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-RESIST,Điểm hội tụ liên trường,Chưa có dữ liệu trực tiếp ở bốn trường có nguồn GV.,analyst,Chưa có dữ liệu trực tiếp ở bốn trường có nguồn GV.
Giáo viên,08_CHALLENGES,CHAL-RESIST,Điểm phân kì liên trường,Chưa có dữ liệu; TrD không có nguồn GV trong toàn bộ bộ dữ liệu.,analyst,Chưa có dữ liệu; TrD không có nguồn GV trong toàn bộ bộ dữ liệu.
Giáo viên,08_CHALLENGES,CHAL-RESIST,Diễn giải học thuật,"Đối chiếu GV cho thấy kháng cự có độ phủ 0/5 trường, tương ứng 0/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy kháng cự có độ phủ 0/5 trường, tương ứng 0/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-SYSTEM,Điểm hội tụ liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-SYSTEM,Điểm phân kì liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-SYSTEM,Phân kì nội trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-SYSTEM,Loại quan hệ so sánh,Mã nhánh – tổng hợp từ mã con,analyst,Mã nhánh – tổng hợp từ mã con
Giáo viên,08_CHALLENGES,CHAL-SYSTEM,Diễn giải học thuật,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về quy trình QA, dữ liệu, đánh giá, tuân thủ và tính bền vững.",analyst,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về quy trình QA, dữ liệu, đánh giá, tuân thủ và tính bền vững."
Giáo viên,08_CHALLENGES,CHAL-QA-PROC,Điểm hội tụ liên trường,"3/4 trường có nguồn GV cùng đề cập bảo đảm chất lượng – quy trình, cho thấy hội tụ một phần.",analyst,"3/4 trường có nguồn GV cùng đề cập bảo đảm chất lượng – quy trình, cho thấy hội tụ một phần."
Giáo viên,08_CHALLENGES,CHAL-QA-PROC,Điểm phân kì liên trường,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.,analyst,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.
Giáo viên,08_CHALLENGES,CHAL-QA-PROC,Mức độ bằng chứng,Trung bình (3/5 trường; 4/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (3/5 trường; 4/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-QA-PROC,Diễn giải học thuật,"Đối chiếu GV cho thấy bảo đảm chất lượng – quy trình có độ phủ 3/5 trường, tương ứng 4/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy bảo đảm chất lượng – quy trình có độ phủ 3/5 trường, tương ứng 4/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-DATA,Điểm hội tụ liên trường,2/4 trường có nguồn GV cùng đề cập dữ liệu; mẫu hình liên trường còn hạn chế.,analyst,2/4 trường có nguồn GV cùng đề cập dữ liệu; mẫu hình liên trường còn hạn chế.
Giáo viên,08_CHALLENGES,CHAL-DATA,Điểm phân kì liên trường,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.,analyst,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.
Giáo viên,08_CHALLENGES,CHAL-DATA,Mức độ bằng chứng,Trung bình (2/5 trường; 4/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 4/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-DATA,Diễn giải học thuật,"Đối chiếu GV cho thấy dữ liệu có độ phủ 2/5 trường, tương ứng 4/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy dữ liệu có độ phủ 2/5 trường, tương ứng 4/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-EVAL,Điểm hội tụ liên trường,"3/4 trường có nguồn GV cùng đề cập đánh giá, cho thấy hội tụ một phần.",analyst,"3/4 trường có nguồn GV cùng đề cập đánh giá, cho thấy hội tụ một phần."
Giáo viên,08_CHALLENGES,CHAL-EVAL,Điểm phân kì liên trường,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.,analyst,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.
Giáo viên,08_CHALLENGES,CHAL-EVAL,Mức độ bằng chứng,Khá (3/5 trường; 5/9 nguồn GV; TrD 0 nguồn),analyst,Khá (3/5 trường; 5/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-EVAL,Diễn giải học thuật,"Đối chiếu GV cho thấy đánh giá có độ phủ 3/5 trường, tương ứng 5/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy đánh giá có độ phủ 3/5 trường, tương ứng 5/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-FORMAL,Điểm hội tụ liên trường,"3/4 trường có nguồn GV cùng đề cập hình thức, cho thấy hội tụ một phần.",analyst,"3/4 trường có nguồn GV cùng đề cập hình thức, cho thấy hội tụ một phần."
Giáo viên,08_CHALLENGES,CHAL-FORMAL,Điểm phân kì liên trường,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.,analyst,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.
Giáo viên,08_CHALLENGES,CHAL-FORMAL,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,08_CHALLENGES,CHAL-FORMAL,Mức độ bằng chứng,Trung bình (3/5 trường; 3/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (3/5 trường; 3/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-FORMAL,Diễn giải học thuật,"Đối chiếu GV cho thấy hình thức có độ phủ 3/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy hình thức có độ phủ 3/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-COMPLIANCE,Điểm hội tụ liên trường,Chưa có dữ liệu trực tiếp ở bốn trường có nguồn GV.,analyst,Chưa có dữ liệu trực tiếp ở bốn trường có nguồn GV.
Giáo viên,08_CHALLENGES,CHAL-COMPLIANCE,Điểm phân kì liên trường,Chưa có dữ liệu; TrD không có nguồn GV trong toàn bộ bộ dữ liệu.,analyst,Chưa có dữ liệu; TrD không có nguồn GV trong toàn bộ bộ dữ liệu.
Giáo viên,08_CHALLENGES,CHAL-COMPLIANCE,Diễn giải học thuật,"Đối chiếu GV cho thấy tuân thủ có độ phủ 0/5 trường, tương ứng 0/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy tuân thủ có độ phủ 0/5 trường, tương ứng 0/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-POLICY-PRACTICE,Điểm hội tụ liên trường,"3/4 trường có nguồn GV cùng đề cập khoảng cách chính sách–thực hành, cho thấy hội tụ một phần.",analyst,"3/4 trường có nguồn GV cùng đề cập khoảng cách chính sách–thực hành, cho thấy hội tụ một phần."
Giáo viên,08_CHALLENGES,CHAL-POLICY-PRACTICE,Điểm phân kì liên trường,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.,analyst,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.
Giáo viên,08_CHALLENGES,CHAL-POLICY-PRACTICE,Mức độ bằng chứng,Trung bình (3/5 trường; 4/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (3/5 trường; 4/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-POLICY-PRACTICE,Diễn giải học thuật,"Đối chiếu GV cho thấy khoảng cách chính sách–thực hành có độ phủ 3/5 trường, tương ứng 4/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy khoảng cách chính sách–thực hành có độ phủ 3/5 trường, tương ứng 4/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-SUSTAIN,Điểm hội tụ liên trường,"TrB, TrC và TrE cùng xem tính bền vững là thách thức đáng kể.",analyst,"TrB, TrC và TrE cùng xem tính bền vững là thách thức đáng kể."
Giáo viên,08_CHALLENGES,CHAL-SUSTAIN,Điểm phân kì liên trường,TrB nhấn mạnh chất lượng và giữ niềm tin; TrC nhấn mạnh sự tham gia không đồng đều; TrE nhấn mạnh giảm lớp và nguy cơ tồn tại.,analyst,TrB nhấn mạnh chất lượng và giữ niềm tin; TrC nhấn mạnh sự tham gia không đồng đều; TrE nhấn mạnh giảm lớp và nguy cơ tồn tại.
Giáo viên,08_CHALLENGES,CHAL-SUSTAIN,Phân kì nội trường,TrB: một phần; TrE: một phần,analyst,TrB: một phần; TrE: một phần
Giáo viên,08_CHALLENGES,CHAL-SUSTAIN,Loại quan hệ so sánh,Hội tụ khá rõ + cơ chế bổ sung,analyst,Hội tụ khá rõ + cơ chế bổ sung
Giáo viên,08_CHALLENGES,CHAL-SUSTAIN,Mức độ bằng chứng,Khá (3/5 trường; 6/9 nguồn GV; TrD 0 nguồn),analyst,Khá (3/5 trường; 6/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-SUSTAIN,Diễn giải học thuật,"Tính bền vững liên kết quy mô/tuyển sinh, chất lượng, sự tham gia và khả năng duy trì đội ngũ; đây là vòng lặp chứ không phải một biến đơn lẻ.",analyst,"Tính bền vững liên kết quy mô/tuyển sinh, chất lượng, sự tham gia và khả năng duy trì đội ngũ; đây là vòng lặp chứ không phải một biến đơn lẻ."
Giáo viên,08_CHALLENGES,CHAL-LEAD-GOV,Điểm hội tụ liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-LEAD-GOV,Điểm phân kì liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-LEAD-GOV,Phân kì nội trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-LEAD-GOV,Loại quan hệ so sánh,Mã nhánh – tổng hợp từ mã con,analyst,Mã nhánh – tổng hợp từ mã con
Giáo viên,08_CHALLENGES,CHAL-LEAD-GOV,Diễn giải học thuật,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về lãnh đạo, quản trị, quyết định và thứ bậc.",analyst,"Không sử dụng riêng dòng nhánh để kết luận. Cần tổng hợp các mã con nhằm nhận diện mẫu hình liên trường về lãnh đạo, quản trị, quyết định và thứ bậc."
Giáo viên,08_CHALLENGES,CHAL-LEAD-UNCLEAR,Điểm hội tụ liên trường,2/4 trường có nguồn GV cùng đề cập lãnh đạo – chưa rõ; mẫu hình liên trường còn hạn chế.,analyst,2/4 trường có nguồn GV cùng đề cập lãnh đạo – chưa rõ; mẫu hình liên trường còn hạn chế.
Giáo viên,08_CHALLENGES,CHAL-LEAD-UNCLEAR,Điểm phân kì liên trường,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.,analyst,Hai trường có nguồn còn lại không có trích dẫn trực tiếp.
Giáo viên,08_CHALLENGES,CHAL-LEAD-UNCLEAR,Mức độ bằng chứng,Trung bình (2/5 trường; 3/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (2/5 trường; 3/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-LEAD-UNCLEAR,Diễn giải học thuật,"Đối chiếu GV cho thấy lãnh đạo – chưa rõ có độ phủ 2/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy lãnh đạo – chưa rõ có độ phủ 2/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-LEAD-TURNOVER,Điểm hội tụ liên trường,"3/4 trường có nguồn GV cùng đề cập lãnh đạo – biến động, cho thấy hội tụ một phần.",analyst,"3/4 trường có nguồn GV cùng đề cập lãnh đạo – biến động, cho thấy hội tụ một phần."
Giáo viên,08_CHALLENGES,CHAL-LEAD-TURNOVER,Điểm phân kì liên trường,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.,analyst,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.
Giáo viên,08_CHALLENGES,CHAL-LEAD-TURNOVER,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,08_CHALLENGES,CHAL-LEAD-TURNOVER,Mức độ bằng chứng,Trung bình (3/5 trường; 3/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (3/5 trường; 3/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-LEAD-TURNOVER,Diễn giải học thuật,"Đối chiếu GV cho thấy lãnh đạo – biến động có độ phủ 3/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy lãnh đạo – biến động có độ phủ 3/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-LEAD-SUPPORT,Điểm hội tụ liên trường,"3/4 trường có nguồn GV cùng đề cập lãnh đạo – hỗ trợ, cho thấy hội tụ một phần.",analyst,"3/4 trường có nguồn GV cùng đề cập lãnh đạo – hỗ trợ, cho thấy hội tụ một phần."
Giáo viên,08_CHALLENGES,CHAL-LEAD-SUPPORT,Điểm phân kì liên trường,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.,analyst,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.
Giáo viên,08_CHALLENGES,CHAL-LEAD-SUPPORT,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ trong TrB/TrE từ các nguồn hiện có.
Giáo viên,08_CHALLENGES,CHAL-LEAD-SUPPORT,Mức độ bằng chứng,Trung bình (3/5 trường; 3/9 nguồn GV; TrD 0 nguồn),analyst,Trung bình (3/5 trường; 3/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-LEAD-SUPPORT,Diễn giải học thuật,"Đối chiếu GV cho thấy lãnh đạo – hỗ trợ có độ phủ 3/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy lãnh đạo – hỗ trợ có độ phủ 3/5 trường, tương ứng 3/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-GOV-MECH,Điểm hội tụ liên trường,"Chỉ TrB có dữ liệu trực tiếp, nhưng cả 5 GV TrB cùng đề cập cơ chế quản trị/quyền lực như một thách thức.",analyst,"Chỉ TrB có dữ liệu trực tiếp, nhưng cả 5 GV TrB cùng đề cập cơ chế quản trị/quyền lực như một thách thức."
Giáo viên,08_CHALLENGES,CHAL-GOV-MECH,Điểm phân kì liên trường,Bằng chứng nội trường mạnh nhưng không có khả năng đối chiếu liên trường; không khái quát cho bốn trường còn lại.,analyst,Bằng chứng nội trường mạnh nhưng không có khả năng đối chiếu liên trường; không khái quát cho bốn trường còn lại.
Giáo viên,08_CHALLENGES,CHAL-GOV-MECH,Loại quan hệ so sánh,"Hội tụ mạnh trong một trường, không phải hội tụ liên trường",analyst,"Hội tụ mạnh trong một trường, không phải hội tụ liên trường"
Giáo viên,08_CHALLENGES,CHAL-GOV-MECH,Mức độ bằng chứng,Yếu (1/5 trường; 5/9 nguồn GV; TrD 0 nguồn),analyst,Yếu (1/5 trường; 5/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-GOV-MECH,Diễn giải học thuật,Đây là phát hiện đặc thù nổi bật của TrB. Cần giữ ranh giới giữa độ mạnh nội case và độ phủ cross-case.,analyst,Đây là phát hiện đặc thù nổi bật của TrB. Cần giữ ranh giới giữa độ mạnh nội case và độ phủ cross-case.
Giáo viên,08_CHALLENGES,CHAL-DECISION,Điểm hội tụ liên trường,"3/4 trường có nguồn GV cùng đề cập ra quyết định, cho thấy hội tụ một phần.",analyst,"3/4 trường có nguồn GV cùng đề cập ra quyết định, cho thấy hội tụ một phần."
Giáo viên,08_CHALLENGES,CHAL-DECISION,Điểm phân kì liên trường,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.,analyst,Trường còn lại không có trích dẫn trực tiếp; không xem là quan điểm đối lập.
Giáo viên,08_CHALLENGES,CHAL-DECISION,Mức độ bằng chứng,Khá (3/5 trường; 6/9 nguồn GV; TrD 0 nguồn),analyst,Khá (3/5 trường; 6/9 nguồn GV; TrD 0 nguồn)
Giáo viên,08_CHALLENGES,CHAL-DECISION,Diễn giải học thuật,"Đối chiếu GV cho thấy ra quyết định có độ phủ 3/5 trường, tương ứng 6/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy ra quyết định có độ phủ 3/5 trường, tương ứng 6/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-HIERARCHY,Điểm hội tụ liên trường,Chưa có dữ liệu trực tiếp ở bốn trường có nguồn GV.,analyst,Chưa có dữ liệu trực tiếp ở bốn trường có nguồn GV.
Giáo viên,08_CHALLENGES,CHAL-HIERARCHY,Điểm phân kì liên trường,Chưa có dữ liệu; TrD không có nguồn GV trong toàn bộ bộ dữ liệu.,analyst,Chưa có dữ liệu; TrD không có nguồn GV trong toàn bộ bộ dữ liệu.
Giáo viên,08_CHALLENGES,CHAL-HIERARCHY,Diễn giải học thuật,"Đối chiếu GV cho thấy thứ bậc có độ phủ 0/5 trường, tương ứng 0/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn.",analyst,"Đối chiếu GV cho thấy thứ bậc có độ phủ 0/5 trường, tương ứng 0/9 nguồn GV. Cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. TrD không có nguồn GV; kết luận liên trường chỉ dựa trên TrA, TrB, TrC và TrE. TrB có nhiều nguồn hơn nhưng không được mặc định có trọng số cấp trường lớn hơn."
Giáo viên,08_CHALLENGES,CHAL-COMM-COLLAB,Điểm hội tụ liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-COMM-COLLAB,Điểm phân kì liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-COMM-COLLAB,Phân kì nội trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
Giáo viên,08_CHALLENGES,CHAL-COMM-COLLAB,Loại quan hệ so sánh,Mã nhánh – tổng hợp từ mã con,analyst,Mã nhánh – tổng hợp từ mã con
